end_date,state,days_left,pollster,sample_size,Captain America,Iron Man
2020-09-21,NV,43,Anzalone Liszt Grove,800,53,33
2020-10-18,CT,16,SurveyMonkey,2935,39,49
2020-10-17,IA,17,SurveyMonkey,2383,61,36
2020-10-08,FL,26,RMG Research,800,35,64.11
2020-10-13,AZ,21,Monmouth U.,502,42,41
2020-08-31,NM,64,SurveyMonkey,1087,52,35
2020-10-23,KY,11,SurveyMonkey,3300,32,53
2020-10-20,NC,14,Ipsos,660,50,16
2020-09-07,WI,57,Morning Consult,791,52,35
2020-10-17,CO,17,SurveyMonkey,5054,40,49
2020-08-09,KS,86,SurveyUSA,1202,38,61.68000000000001
2020-11-02,TX,1,SurveyMonkey,9226,45,47
2020-06-30,MI,126,SurveyMonkey,1238,45,41
2020-08-31,HI,64,SurveyMonkey,362,35,49.42
2020-10-12,ID,22,SurveyMonkey,1123,49,31
2020-07-12,PA,114,Change Research,743,51,44
2020-10-12,SD,22,SurveyMonkey,547,50,39
2020-10-20,MI,14,Morning Consult,1717,53,46
2020-08-30,MN,65,Morning Consult,647,47,32
2020-10-24,MN,10,SurveyMonkey,4988,48.59,8
2020-10-12,MN,22,SurveyMonkey,3525,47.3,37.07
2020-10-21,AZ,13,SurveyMonkey,5852,41,34
2020-07-31,MO,95,SurveyMonkey,2261,48.5,36
2020-10-18,MT,16,SurveyMonkey,924,47,46
2020-10-24,IL,10,SurveyMonkey,7633,41,46
2020-10-28,OH,6,Gravis Marketing,613,49,45
2020-10-16,NV,18,SurveyMonkey,2328,58,28
2020-10-17,IN,17,SurveyMonkey,3857,57,32.4
2020-10-27,OH,7,SurveyMonkey,7825,43.8,46
2020-08-16,GA,79,Morning Consult,1265,45,47.9
2020-10-17,TX,17,SurveyMonkey,13991,50,41
2020-09-24,WI,40,Marist,727,47,40
2020-10-17,FL,17,SurveyMonkey,14126,52,36
2020-10-20,PA,14,Muhlenberg,416,38.3,49.99
2020-10-14,TN,20,SurveyMonkey,3433,36,55
2020-10-27,RI,7,SurveyMonkey,863,46,51
2020-09-16,PA,48,Ipsos,611,47,42
2020-10-28,OR,6,SurveyMonkey,5422,55,34
2020-10-25,ID,9,SurveyMonkey,1679,44,51.22
2020-09-30,NJ,34,SurveyMonkey,2952,38.13,50
2020-08-27,PA,68,Rasmussen (Pulse Opinion Research),1000,72,27.5
2020-10-30,VA,4,SurveyMonkey,4326,44,45
2020-10-25,AZ,9,OH Predictive Insights / MBQF,716,58,33
2020-10-21,WY,13,SurveyMonkey,605,52.07,36
2020-06-28,AZ,128,Change Research,311,55.33,40
2020-10-27,IL,7,SurveyMonkey,7810,33,62
2020-09-28,ME,36,Data for Progress,718,56.56,42.5
2020-09-01,CO,63,Global Strategy Group,800,48,45
2020-10-29,WI,5,Redfield & Wilton Strategies,800,50,38
2020-11-02,VA,1,SurveyMonkey,4550,44,49
2020-09-30,AZ,34,SurveyMonkey,7100,48,37
2020-10-28,GA,6,SurveyMonkey,7019,39,46
2020-10-17,MD,17,SurveyMonkey,4385,47,43
2020-11-02,VT,1,SurveyMonkey,906,47.19,33.07
2020-10-22,CT,12,SurveyMonkey,3368,49,49.15
2020-06-27,WI,129,Morning Consult,797,61,37.69
2020-10-20,WV,14,Triton Polling & Research,544,44,40
2020-06-07,WI,149,Morning Consult,797,46,29
2020-10-24,CO,10,SurveyMonkey,5656,43,50
2020-11-01,FL,2,Change Research,806,48,48
2020-06-29,AZ,127,Data Orbital,600,61.8,37.9
2020-07-31,VA,95,SurveyMonkey,3178,41,38
2020-06-30,LA,126,SurveyMonkey,1134,39,44
2020-10-23,KY,11,SurveyMonkey,3300,56,36
2020-07-26,MN,100,Morning Consult,662,48,48.1
2020-10-26,IL,8,Swayable,424,51,40
2020-10-30,AZ,4,Siena College/NYT Upshot,1252,50.81,49.1
2020-10-17,ID,17,SurveyMonkey,1461,36.95,45.2
2020-08-31,WY,64,SurveyMonkey,211,44,47
2020-10-13,HI,21,SurveyMonkey,755,53,42
2020-10-18,CO,16,SurveyMonkey,5126,54,34
2020-10-19,IL,15,SurveyMonkey,7410,45,52
2020-10-14,NV,20,SurveyMonkey,1994,46.2,46
2020-09-17,MN,47,Redfield & Wilton Strategies,718,42,41
2020-10-04,AK,30,Patinkin Research Strategies,600,59,36
2020-10-20,WI,14,SurveyMonkey,4513,50,48
2020-10-16,UT,18,SurveyMonkey,2112,39,30
2020-10-12,NJ,22,SurveyMonkey,3893,48,37
2020-10-17,LA,17,SurveyMonkey,2425,50.5,49
2020-10-20,HI,14,SurveyMonkey,1054,49,39
2020-10-30,AZ,4,SSRS,865,51,42
2020-08-02,AL,93,Morning Consult,609,46.53,42
2020-10-15,KY,19,Mason-Dixon,625,53,40
2020-10-18,DE,16,SurveyMonkey,989,54,37
2020-07-31,GA,95,SurveyMonkey,3745,50,42
2020-11-01,MD,2,SurveyMonkey,2918,55.61,41
2020-07-12,NC,114,Change Research,655,47,42
2020-10-29,OH,5,SurveyMonkey,5092,48.38,35
2020-06-30,CT,126,SurveyMonkey,574,49.78,36
2020-10-21,TN,13,SurveyMonkey,4469,51,47
2020-10-31,MS,3,SurveyMonkey,1369,48,44.3
2020-10-24,FL,10,The Political Matrix/The Listener Group,895,52,34.9
2020-10-08,PA,26,Baldwin Wallace University/Oakland University/Ohio Northern University,1140,40,43
2020-08-16,MN,79,Morning Consult,615,52,36
2020-11-01,GA,2,Swayable,438,52,41
2020-11-01,NV,2,SurveyMonkey,2211,41,46
2020-10-24,MI,10,Gravis Marketing,679,62,34
2020-10-23,WI,11,Gravis Marketing,677,32,60
2020-10-19,AZ,15,RMG Research,800,44,39.6
2020-10-13,LA,21,SurveyMonkey,2284,45,37.73
2020-08-31,NM,64,SurveyMonkey,1087,41,50
2020-07-31,NJ,95,SurveyMonkey,2426,48,46
2020-10-31,WA,3,SurveyMonkey,3931,55.73,37.5
2020-07-19,SC,107,brilliant corners Research & Strategies,800,45,40.8
2020-07-18,GA,108,Trafalgar Group,1023,51,38.05
2020-10-09,CO,25,YouGov,800,45,49
2020-10-13,NC,21,SurveyMonkey,5112,49,33
2020-10-11,OH,23,Civiqs,586,52,41
2020-10-28,AK,6,SurveyMonkey,1147,52,36
2020-10-31,GA,3,Morning Consult,1743,37.5,50
2020-10-20,MI,14,Citizen Data,1000,37,44
2020-09-07,IN,57,Change Research,1033,41,44
2020-10-26,GA,8,Civiqs,1041,39,46
2020-10-17,GA,17,SurveyMonkey,5725,42,36
2020-11-02,MO,1,SurveyMonkey,2926,40,43
2020-10-04,AK,30,Alaska Survey Research,676,49,42
2020-10-27,AK,7,SurveyMonkey,1131,39,61
2020-10-31,PA,3,Siena College/NYT Upshot,1862,54,43
2020-10-17,GA,17,SurveyMonkey,5725,44,53
2020-10-20,LA,14,SurveyMonkey,2517,46.4,51
2020-07-26,WI,100,Change Research,392,50,45.7
2020-09-30,IL,34,SurveyMonkey,8392,48,34.72
2020-10-10,NC,24,Redfield & Wilton Strategies,950,50,47.1
2020-10-12,AK,22,SurveyMonkey,751,45,55
2020-08-09,FL,86,Change Research,469,45,42
2020-06-28,WI,128,Change Research,502,39,49
2020-10-24,MI,10,Gravis Marketing,679,50,34
2020-10-17,NE,17,SurveyMonkey,1364,47,43
2020-10-20,OR,14,SurveyMonkey,4175,52,48
2020-10-21,PA,13,SurveyMonkey,9301,41.5,46
2020-10-28,NC,6,SurveyMonkey,8720,50,45
2020-09-16,WI,48,Morning Consult,800,49,47
2020-10-31,OR,3,SurveyMonkey,3451,44.95,35
2020-09-06,WI,58,Change Research,501,43,46
2020-10-01,NH,33,Emerson College Polling Society,700,56,33
2020-10-18,PA,16,SurveyMonkey,8532,53,37
2020-09-11,WI,53,Morning Consult,797,39,52.88
2020-10-19,WI,15,Change Research,447,51,41
2020-10-22,NV,12,SurveyMonkey,2790,41,38
2020-10-21,SD,13,SurveyMonkey,847,46,40
2020-10-26,NC,8,RMG Research,800,46,46
2020-06-16,PA,140,Redfield & Wilton Strategies,1125,38,49
2020-10-13,MI,21,Redfield & Wilton Strategies,972,40.9,55.769999999999996
2020-07-23,OH,103,Zogby,805,47,41
2020-07-31,WI,95,David Binder Research,200,48.1,44
2020-10-16,AK,18,SurveyMonkey,898,32,59
2020-07-31,TX,95,SurveyMonkey,13721,48,46
2020-10-19,IA,15,SurveyMonkey,2539,44,54
2020-10-20,MI,14,Citizen Data,1000,45,44
2020-11-02,NE,1,SurveyMonkey,1742,57,36
2020-09-15,MI,49,EPIC/MRA,600,43.2,49
2020-10-12,CT,22,SurveyMonkey,2088,53,44
2020-10-14,MO,20,SurveyMonkey,3273,38,45
2020-07-31,AL,95,SurveyMonkey,1583,41,48
2020-10-11,NC,23,Morning Consult,1993,57,27.200000000000003
2020-10-28,DE,6,SurveyMonkey,1323,51,46
2020-10-31,PA,3,InsiderAdvantage,500,50,48
2020-10-09,IA,25,YouGov,1035,46.4,41
2020-09-30,MA,34,SurveyMonkey,2665,47,51
2020-10-27,NC,7,Gravis Marketing,614,48.3,51
2020-10-12,FL,22,Clearview Research,550,46,38.38
2020-10-31,NE,3,SurveyMonkey,1751,41.72,56
2020-10-20,MN,14,SurveyUSA,625,40,43
2020-10-22,NC,12,SurveyMonkey,7271,52,46
2020-10-16,IA,18,SurveyMonkey,2358,43,53
2020-10-24,NJ,10,Rutgers-Eagleton,872,45,53
2020-10-06,IA,28,Civiqs,756,47,51
2020-10-13,NC,21,Siena College/NYT Upshot,627,34,56
2020-08-31,ME,64,SurveyMonkey,502,57,36
2020-09-28,IA,36,Data for Progress,743,48.54,46
2020-06-15,WI,141,Morning Consult,797,40,42.9
2020-10-31,MA,3,SurveyMonkey,3462,47,51
2020-10-24,FL,10,The Political Matrix/The Listener Group,895,36,50
2020-07-24,MI,102,Redfield & Wilton Strategies,811,30,53.75
2020-10-30,GA,4,SurveyMonkey,3736,47,49
2020-06-28,NC,128,Change Research,468,48,45
2020-11-01,PA,2,Marist,772,52,39
2020-10-03,AZ,31,Patinkin Research Strategies,604,47,34
2020-10-20,GA,14,Citizen Data,1000,52,32.02
2020-10-25,OH,9,SurveyMonkey,7598,45,46
2020-11-02,MA,1,SurveyMonkey,3653,51,46
2020-06-30,WY,126,SurveyMonkey,98,43,40
2020-10-17,TN,17,SurveyMonkey,3901,53,46
2020-10-29,MS,5,SurveyMonkey,1342,45,45
2020-10-30,AZ,4,SSRS,865,49,39
2020-11-02,VA,1,SurveyMonkey,4550,66.91,33
2020-10-12,NY,22,SurveyMonkey,9405,46.48,44.4
2020-10-31,MA,3,SurveyMonkey,3462,57.209999999999994,28
2020-10-17,RI,17,SurveyMonkey,645,43,48
2020-09-21,NV,43,Anzalone Liszt Grove,800,46,38
2020-10-23,MN,11,SurveyMonkey,5002,41,56
2020-08-07,WI,88,YouGov,994,48,46
2020-10-19,PA,15,Suffolk,500,42,42
2020-07-31,TX,95,SurveyMonkey,13721,40,47
2020-09-30,NM,34,SurveyMonkey,1015,47,46
2020-10-20,TX,14,Morning Consult,3347,51,44.8
2020-10-27,OH,7,SurveyMonkey,7825,49,48
2020-10-23,WI,11,Gravis Marketing,677,39,46
2020-09-29,NY,35,Siena,504,49.9,49
2020-08-10,NC,85,Harper Polling,600,38,47.2
2020-10-30,VA,4,SurveyMonkey,4326,37,43
2020-10-12,DE,22,SurveyMonkey,740,45,43
2020-10-27,WY,7,SurveyMonkey,713,49,46
2020-11-02,DE,1,SurveyMonkey,656,44,48
2020-10-25,NV,9,SurveyMonkey,3015,62.21,37
2020-07-02,GA,124,Gravis Marketing,513,50,48.5
2020-10-14,AL,20,Moore Information,504,55,37
2020-10-31,IA,3,Emerson College Polling Society,604,36,38
2020-10-20,PA,14,SSRS,843,51,43.2
2020-09-22,OH,42,Baldwin Wallace University/Oakland University/Ohio Northern University,1011,45,44
2020-10-29,TX,5,SurveyMonkey,8648,40,58
2020-10-16,UT,18,SurveyMonkey,2112,43,56
2020-07-31,MS,95,SurveyMonkey,733,49,42
2020-06-30,NC,126,SurveyMonkey,1498,47,47.4
2020-08-17,NC,78,Redfield & Wilton Strategies,967,49,41.42
2020-09-15,AZ,49,Siena College/NYT Upshot,653,28.03,39
2020-11-01,MD,2,SurveyMonkey,2918,45,38.6
2020-10-17,VA,17,SurveyMonkey,5595,53,33
2020-07-07,AZ,119,OH Predictive Insights / MBQF,600,47,32
2020-10-18,OH,16,SurveyMonkey,6191,55,42
2020-09-16,NJ,48,DKC Analytics,501,44.2,42
2020-07-22,WI,104,Gravis Marketing,796,59,33
2020-10-20,MN,14,SurveyMonkey,4750,43,45.5
2020-10-31,MN,3,SurveyMonkey,2935,45,49
2020-09-13,NC,51,SurveyUSA,596,45,42
2020-11-01,GA,2,Landmark Communications,500,39,45
2020-10-20,NJ,14,SurveyMonkey,5303,45.22,10
2020-11-01,CO,2,Keating Research/OnSight Public Affairs/Melanson,502,35.22,49.52
2020-09-11,AZ,53,YouGov,1106,42,49
2020-10-18,OR,16,SurveyMonkey,3754,44.5,35
2020-09-23,OH,41,Beacon Research/Shaw & Company,830,45.3,41
2020-08-04,AZ,91,OH Predictive Insights / MBQF,603,44,39
2020-10-27,OH,7,SurveyMonkey,7825,49,47
2020-10-28,MN,6,SurveyMonkey,5498,46,41
2020-09-01,WI,63,Morning Consult,809,39,58
2020-07-20,WI,106,Spry Strategies,700,37.2,60
2020-09-16,NC,48,Siena College/NYT Upshot,653,41,43
2020-11-02,SC,1,SurveyMonkey,2485,48,41
2020-10-12,NJ,22,SurveyMonkey,3893,48,47
2020-10-23,NV,11,SurveyMonkey,2787,51,45
2020-10-25,CT,9,SurveyMonkey,3490,52,46
2020-10-11,MI,23,Morning Consult,1710,39,46
2020-10-12,MD,22,SurveyMonkey,3564,53,37
2020-10-27,UT,7,SurveyMonkey,2689,40,44.1
2020-09-30,CA,34,SurveyMonkey,20346,35.71,44
2020-07-16,MI,110,Spry Strategies,700,51.2,42
2020-10-13,TX,21,SurveyMonkey,13081,48.7,38
2020-09-20,FL,44,ABC News,613,44,49
2020-10-11,NC,23,SurveyUSA,669,50,44
2020-09-04,WI,60,Morning Consult,775,50.5,41
2020-10-19,WI,15,SurveyMonkey,4511,52,45
2020-07-23,NC,103,Zogby,809,42.24,49
2020-11-01,MT,2,SurveyMonkey,957,53,27
2020-08-31,MT,64,SurveyMonkey,1939,44,45
2020-10-23,WV,11,SurveyMonkey,1223,45.8,44.5
2020-11-01,CT,2,Swayable,367,53,43
2020-10-31,DE,3,SurveyMonkey,664,43,48.7
2020-10-27,NC,7,Ipsos,647,53,31
2020-10-30,FL,4,SurveyMonkey,7604,43,56
2020-10-30,IA,4,InsiderAdvantage,400,50.2,47.5
2020-10-16,WA,18,SurveyMonkey,7677,55,31
2020-10-24,NH,10,SurveyMonkey,1599,51,40
2020-10-29,IL,5,SurveyMonkey,4782,49,38
2020-11-01,OH,2,Swayable,516,47,35
2020-09-16,GA,48,Redfield & Wilton Strategies,800,43,45
2020-10-12,MA,22,SurveyMonkey,3523,43,47
2020-10-25,NH,9,SurveyMonkey,1629,62.480000000000004,33
2020-10-26,NH,8,U. Massachusetts - Lowell,757,51,48
2020-10-27,MO,7,SurveyMonkey,4573,51,48.43
2020-11-01,CO,2,Keating Research/OnSight Public Affairs/Melanson,502,56.63,28
2020-10-20,NE,14,SurveyMonkey,1543,48,43
2020-07-31,KY,95,SurveyMonkey,1709,51,44
2020-10-01,NM,33,PPP,886,47,49
2020-10-28,KY,6,SurveyMonkey,3621,45.9,42
2020-10-14,NM,20,SurveyMonkey,1701,32,44
2020-09-21,PA,43,YouGov,642,46,32
2020-09-27,WI,37,Redfield & Wilton Strategies,663,44.8,35
2020-10-17,UT,17,RMG Research,1000,54,39
2020-11-01,NC,2,SurveyMonkey,4867,47,46.4
2020-11-02,NC,1,SurveyMonkey,5363,49,49
2020-10-15,OR,19,SurveyMonkey,3444,42.9,53
2020-10-27,NV,7,SurveyMonkey,3226,41.9,45
2020-10-22,MT,12,SurveyMonkey,1170,51,45.9
2020-10-21,SD,13,Mason-Dixon,625,49,49
2020-08-15,MI,80,Hodas & Associates,600,47,47
2020-10-04,FL,30,Suffolk,500,51,41
2020-10-26,NC,8,Swayable,396,52,46
2020-09-21,WI,43,YouGov,664,60,28
2020-10-16,OK,18,SurveyMonkey,2102,45,46
2020-08-04,WI,91,Morning Consult,797,38,45
2020-10-25,OR,9,SurveyMonkey,4932,40,42
2020-06-20,WI,136,Morning Consult,797,43.6,46
2020-08-17,LA,78,Trafalgar Group,1002,53,45
2020-10-13,MN,21,SurveyMonkey,3675,40.9,33.54
2020-10-15,NM,19,SurveyMonkey,1839,43,52
2020-10-31,WV,3,SurveyMonkey,798,43.9,54
2020-10-21,UT,13,SurveyMonkey,2304,43,39.99
2020-10-20,AZ,14,Morning Consult,1066,48,38
2020-09-27,GA,37,Quinnipiac,1125,49,29
2020-10-27,PA,7,CES / YouGov,2703,48,40
2020-10-27,MI,7,Mitchell,759,47,33
2020-09-26,NC,38,Redfield & Wilton Strategies,1097,39,53
2020-10-13,KY,21,SurveyMonkey,2279,40,60
2020-10-11,SC,23,Morning Consult,903,45,51
2020-08-04,PA,91,OnMessage Inc.,400,47.4,29
2020-08-31,WI,64,Morning Consult,819,41.5,41
2020-10-19,GA,15,Siena College/NYT Upshot,759,47,36
2020-11-02,SC,1,Ã˜ptimus,817,49.45,31
2020-07-31,IN,95,SurveyMonkey,2175,50,39
2020-08-16,GA,79,Morning Consult,1265,47,46.72
2020-10-30,IA,4,InsiderAdvantage,400,37,49
2020-08-18,MI,77,Redfield & Wilton Strategies,812,46.6,49
2020-08-11,WI,84,Morning Consult,797,48,50
2020-10-25,MN,9,SurveyMonkey,5004,51,45
2020-06-16,WI,140,Morning Consult,797,38,46
2020-10-17,SD,17,SurveyMonkey,773,39,9
2020-06-23,PA,133,Susquehanna,715,52,46
2020-10-31,DE,3,SurveyMonkey,664,37,46
2020-10-15,MA,19,SurveyMonkey,4077,49,48
2020-10-17,AZ,17,SurveyMonkey,5909,49,39
2020-06-05,MN,151,Morning Consult,600,43,49
2020-10-24,CT,10,SurveyMonkey,3469,47,49
2020-06-28,PA,128,Change Research,760,43,49
2020-10-15,KY,19,Mason-Dixon,625,45,38
2020-07-31,VT,95,SurveyMonkey,368,44,56
2020-06-27,WI,129,Morning Consult,797,46,46
2020-08-16,WI,79,Morning Consult,788,35.17,41
2020-10-06,MI,28,Opinion Insight,800,70.95,27
2020-10-25,TX,9,Data for Progress,1018,40,43
2020-10-16,DE,18,SurveyMonkey,952,37,52.8
2020-10-17,VA,17,SurveyMonkey,5595,46,46
2020-10-28,MI,6,Kiaer Research,669,48,43
2020-10-15,NY,19,SurveyMonkey,9675,42,49
2020-10-13,MA,21,SurveyMonkey,3704,38,50
2020-10-10,FL,24,Redfield & Wilton Strategies,981,53,32
2020-10-23,NE,11,SurveyMonkey,1704,56,33.7
2020-09-25,NH,39,Pulse Opinion Research,850,52,48
2020-10-25,KS,9,SurveyMonkey,3143,37,49
2020-10-26,WI,8,Ipsos,664,50,44.8
2020-10-22,KS,12,SurveyMonkey,3041,42,43
2020-09-22,FL,42,St. Pete Polls,2906,61,38
2020-10-19,IN,15,SurveyMonkey,4001,27.06,44
2020-10-19,SD,15,SurveyMonkey,817,51.43,34
2020-08-31,OK,64,SoonerPoll.com,379,43.9,45
2020-10-20,MA,14,SurveyMonkey,4820,42,49
2020-09-30,NM,34,SurveyMonkey,1015,43.5,39.45
2020-10-26,NV,8,Siena College/NYT Upshot,809,60,38
2020-09-30,UT,34,SurveyMonkey,1192,50,42
2020-08-09,FL,86,Change Research,469,40,46.6
2020-10-23,NC,11,YouGov,1022,35.22,56
2020-10-30,CT,4,SurveyMonkey,1907,56,42
2020-10-29,DC,5,SurveyMonkey,490,49,47
2020-10-31,NC,3,InsiderAdvantage,450,48,31
2020-09-07,VA,57,Virginia Commonwealth U.,693,61,28
2020-10-05,IA,29,Quinnipiac,1205,37,50.69
2020-10-15,DE,19,SurveyMonkey,900,39.02,48.26
2020-08-31,NM,64,SurveyMonkey,1087,38,51
2020-08-31,ID,64,SurveyMonkey,737,42,44
2020-06-28,WI,128,Morning Consult,797,36.5,46
2020-09-06,PA,58,Change Research,829,53,44.5
2020-07-16,PA,110,Pulse Opinion Research,750,49,44.97
2020-11-01,LA,2,SurveyMonkey,1388,45,42
2020-09-30,AK,34,SurveyMonkey,563,47,47.45
2020-10-15,DE,19,SurveyMonkey,900,59,38
2020-09-16,NC,48,Siena College/NYT Upshot,653,47,49.71
2020-09-07,MI,57,Morning Consult,1455,50,43
2020-06-03,MI,153,EPIC/MRA,600,40,46
2020-10-15,HI,19,SurveyMonkey,896,53,10.51
2020-10-24,ME,10,SurveyMonkey,1743,42.87,44
2020-10-26,VA,8,Swayable,351,48,39
2020-10-22,NM,12,SurveyMonkey,2431,44,41
2020-07-31,KY,95,SurveyMonkey,1709,60,34
2020-08-24,PA,71,Greenberg Quinlan Rosner,500,49,41
2020-10-25,MN,9,Trafalgar Group,1065,38,49
2020-10-13,KS,21,SurveyMonkey,1717,45,36
2020-10-31,FL,3,SurveyMonkey,7807,59,32
2020-10-21,NY,13,SurveyMonkey,9873,36.7,47
2020-10-12,NH,22,U. New Hampshire,899,25.07,47
2020-09-22,IA,42,Monmouth U.,402,50,40
2020-10-20,AL,14,SurveyMonkey,2890,59,33
2020-10-24,PA,10,SurveyMonkey,9903,44,46.5
2020-10-23,TN,11,SurveyMonkey,4565,44.4,45
2020-09-25,NC,39,U. Massachusetts - Lowell,921,52,38.4
2020-08-23,PA,72,Change Research,984,53,43
2020-10-16,WV,18,SurveyMonkey,972,53.06,46
2020-10-24,AL,10,SurveyMonkey,3120,48,41
2020-10-28,KS,6,SurveyMonkey,3442,48,48.8
2020-09-01,OH,63,Anzalone Liszt Grove,500,34,46
2020-10-22,AZ,12,Susquehanna,500,38.11,51
2020-10-17,VT,17,SurveyMonkey,759,51,32
2020-08-04,AZ,91,OnMessage Inc.,400,44.5,49
2020-10-30,AZ,4,SurveyMonkey,3824,45,48.13
2020-09-21,TX,43,Quinnipiac,1078,53,29
2020-10-30,MO,4,SurveyMonkey,2835,49,42
2020-11-01,KS,2,SurveyMonkey,2159,43,44
2020-10-31,MO,3,Morning Consult,1109,47,31
2020-10-27,IN,7,SurveyMonkey,4585,48,45
2020-06-11,FL,145,TIPP,875,45,48.7
2020-08-28,MO,67,Trafalgar Group,1015,44,45.5
2020-09-27,DE,37,University of Delaware,847,46,36.1
2020-10-11,PA,23,Ipsos,622,42.3,51
2020-10-16,AK,18,SurveyMonkey,898,45,43
2020-10-22,FL,12,SurveyMonkey,14080,47.5,46
